,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless Internet,Heating,Kitchen,Smoke Detector,Essentials,Dryer,Washer,Internet,Shampoo,TV,Carbon Monoxide Detector,Fire Extinguisher,Free Parking on Premises,Family/Kid Friendly,First Aid Kit,Cable TV,Indoor Fireplace,Pets live on this property,Hangers,Elevator in Building,Hair Dryer,Laptop Friendly Workspace,Iron,Safety Card,Air Conditioning,24-Hour Check-in,Buzzer/Wireless Intercom,Pets Allowed,Gym,yield
363,within an hour,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,2,1.5,1.0,1.0,0.0,2,25.0,14,61,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,1-2 years,0-2 weeks,1269.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,315.0
364,within a day,50-89%,0.0,1.0,1.0,Other neighborhoods,0.0,House,Entire home/apt,6,1.0,2.0,4.0,209.0,1,0.0,1125,90,80-94/100,10/10,9/10,10/10,10/10,9/10,0-8/10,0.0,strict,1.0,1.0,31,4+ years,2-6 months,1763.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.60000000000001
365,within a few hours,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.0,1.0,2.0,0.0,2,10.0,1125,73,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,2-3 years,2-8 weeks,1335.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.5400000000001
366,unknown,unknown,1.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,20.0,1,20.0,1125,90,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,1.0,strict,0.0,0.0,1,0-6 months,2-6 months,458.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.6
367,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,75.0,2,5.0,1125,62,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,moderate,0.0,0.0,1,2-3 years,2-8 weeks,1328.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0
368,within a day,100%,0.0,1.0,0.0,Other neighborhoods,1.0,House,Entire home/apt,7,1.0,3.0,4.0,65.0,1,0.0,1125,0,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,strict,0.0,0.0,1,2-3 years,2-8 weeks,1253.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0
369,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.0,1.0,2.0,120.0,1,0.0,1125,2,80-94/100,9/10,0-8/10,0-8/10,9/10,10/10,10/10,0.0,strict,0.0,0.0,2,1-2 years,1+ year,1165.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,136.5
370,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,5,1.0,1.0,2.0,50.0,1,0.0,1125,87,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,6-12 months,2-8 weeks,408.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,392.0
371,within a few hours,100%,1.0,1.0,1.0,Other neighborhoods,0.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,75.0,2,25.0,60,62,0-79/100,0-8/10,0-8/10,10/10,10/10,10/10,0-8/10,0.0,strict,0.0,0.0,3,4+ years,2-6 months,1558.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.75
372,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,35.0,1,0.0,1125,89,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,strict,0.0,0.0,37,2-3 years,2-6 months,1554.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
373,unknown,unknown,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.0,2.0,2.0,65.0,1,0.0,31,0,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,2-3 years,2-6 months,916.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.8
374,within a day,100%,1.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,15.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,2-3 years,0-2 weeks,1414.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,722.7
375,unknown,unknown,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,5,1.0,3.0,3.0,100.0,1,0.0,1125,89,0-79/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,2-6 months,175.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,189.24
376,unknown,unknown,0.0,1.0,0.0,Other neighborhoods,1.0,House,Entire home/apt,8,2.0,3.0,3.0,95.0,8,40.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,2-6 months,519.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,710.95
377,within a few hours,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,40.0,2,10.0,1125,90,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,0.0,strict,0.0,0.0,1,0-6 months,0-2 weeks,2444.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.80000000000001
378,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,35.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,37,no reviews,no reviews,1554.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,within a day,50-89%,0.0,1.0,0.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,8.0,0,0.0,30,89,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,1+ year,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.9
380,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,35.0,1,0.0,1125,89,0-79/100,0-8/10,0-8/10,9/10,10/10,9/10,0-8/10,0.0,strict,0.0,0.0,37,2-3 years,2-6 months,1554.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.799999999999997
381,within a day,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,2,1.5,1.0,1.0,20.0,1,15.0,1125,0,95-100/100,9/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,2,0-6 months,2-8 weeks,1148.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0
382,within a few hours,100%,0.0,1.0,0.0,Other neighborhoods,1.0,House,Entire home/apt,8,2.0,4.0,4.0,150.0,4,20.0,1125,86,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,4+ years,0-2 weeks,1985.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,490.0
383,unknown,unknown,0.0,1.0,0.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,50.0,1,0.0,22,0,80-94/100,9/10,10/10,10/10,10/10,0-8/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,212.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,201.5
384,within a day,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.5,3.0,2.0,100.0,1,0.0,1125,0,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,2-3 years,2-6 months,1407.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6
385,within an hour,100%,0.0,1.0,0.0,Other neighborhoods,1.0,House,Entire home/apt,6,2.5,2.0,3.0,99.0,4,35.0,1125,90,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,2-6 months,528.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,597.0400000000001
386,within an hour,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,1,1.0,1.0,1.0,0.0,1,0.0,1125,55,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,2,no reviews,no reviews,1402.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,unknown,unknown,0.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,82.0,2,25.0,15,43,80-94/100,10/10,10/10,9/10,9/10,10/10,10/10,0.0,strict,0.0,0.0,1,2-3 years,2-6 months,1058.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.1
388,within an hour,100%,1.0,1.0,1.0,Other neighborhoods,1.0,Apartment,Entire home/apt,4,1.0,2.0,3.0,60.0,2,15.0,1125,58,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,1-2 years,2-8 weeks,982.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,627.84
389,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,28.0,1,0.0,1125,90,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,9/10,0.0,strict,0.0,0.0,37,2-3 years,2-6 months,1554.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0
390,within an hour,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.0,2.0,1.0,75.0,4,50.0,28,21,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,2-3 years,6-12 months,1648.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,225.75
391,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,3,1.0,1.0,2.0,40.0,2,0.0,365,3,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,1.0,1.0,1,0-6 months,2-8 weeks,1557.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.59999999999997
392,within an hour,100%,0.0,1.0,0.0,Other neighborhoods,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,136.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,241.49999999999997
393,within an hour,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,8,3.5,3.0,3.0,150.0,6,15.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,881.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,within an hour,100%,0.0,1.0,0.0,Other neighborhoods,1.0,Apartment,Entire home/apt,4,1.0,2.0,3.0,50.0,3,7.0,1125,36,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,911.9999999999999
395,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,35.0,1,0.0,1125,89,80-94/100,9/10,0-8/10,10/10,9/10,9/10,10/10,0.0,strict,0.0,0.0,37,2-3 years,6-12 months,1554.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6
396,within an hour,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,6,1.0,2.0,4.0,20.0,4,20.0,30,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,412.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,784.0
397,within a day,90-99%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,10.0,1125,88,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,1.0,1.0,2,2-3 years,2-8 weeks,1640.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.84999999999997
398,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,3,1.0,1.0,2.0,30.0,1,15.0,30,33,80-94/100,9/10,9/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,2,1-2 years,2-6 months,1609.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.35000000000001
399,within a few hours,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,2,2.5,1.0,1.0,30.0,1,25.0,60,62,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,3,6-12 months,2-8 weeks,1558.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.5
400,unknown,unknown,0.0,1.0,0.0,Other neighborhoods,1.0,House,Private room,2,1.0,1.0,2.0,0.0,1,0.0,1125,81,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,164.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,6,1.0,2.0,2.0,50.0,2,20.0,1125,49,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,1,1-2 years,0-2 weeks,590.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,378.1
402,within a few hours,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,4,1.0,2.0,2.0,100.0,4,25.0,1125,60,0-79/100,10/10,0-8/10,10/10,10/10,10/10,0-8/10,0.0,strict,0.0,0.0,1,6-12 months,2-6 months,393.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.95
403,within an hour,100%,1.0,1.0,1.0,Other neighborhoods,1.0,House,Private room,2,1.0,1.0,1.0,25.0,1,15.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,2-3 years,0-2 weeks,1378.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,204.60000000000002
404,within an hour,50-89%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Shared room,1,1.0,1.0,1.0,35.0,1,0.0,1125,89,80-94/100,10/10,9/10,10/10,10/10,0-8/10,10/10,0.0,strict,0.0,0.0,37,2-3 years,2-6 months,1554.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.800000000000004
405,within an hour,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,7,2.0,3.0,5.0,100.0,7,25.0,28,12,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,2,1-2 years,2-6 months,895.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0
406,within an hour,100%,0.0,1.0,1.0,Other neighborhoods,1.0,House,Entire home/apt,2,1.0,0.0,1.0,50.0,2,0.0,1125,88,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,521.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.65
